player_choice,computer_choice,result,round_number,player_health,computer_health,player_char
1,4,0,23,78,100,5
1,4,0,24,78,100,5
1,4,0,25,78,100,5
1,4,0,26,78,100,5
1,4,0,27,78,100,5
1,4,0,28,78,100,5
1,4,0,29,78,100,5
1,4,0,30,78,100,5
1,4,0,31,78,100,5
1,4,0,32,78,100,5
1,4,0,33,78,100,5
1,4,0,34,78,100,5
1,4,0,35,78,100,5
1,4,0,36,78,100,5
1,4,0,37,78,100,5
1,4,0,38,78,100,5
1,4,0,39,78,100,5
1,4,0,40,78,100,5
1,4,0,41,78,100,5
1,4,0,42,78,100,5
1,4,0,43,78,100,5
1,4,0,44,78,100,5
1,4,0,45,78,100,5
1,4,0,46,78,100,5
1,4,0,47,78,100,5
1,4,0,48,78,100,5
1,4,0,49,78,100,5
1,4,0,50,78,100,5
1,4,0,51,78,100,5
1,4,0,52,78,100,5
1,4,0,53,78,100,5
1,4,0,54,78,100,5
1,4,0,55,78,100,5
1,4,0,56,78,100,5
1,4,0,57,78,100,5
1,4,0,58,78,100,5
1,4,0,59,78,100,5
1,4,0,60,78,100,5
1,4,0,61,78,100,5
1,4,0,62,78,100,5
1,4,0,63,78,100,5
1,4,0,64,78,100,5
1,4,0,65,78,100,5
1,4,0,66,78,100,5
1,4,0,67,78,100,5
1,4,0,68,78,100,5
1,4,0,69,78,100,5
1,4,0,70,78,100,5
0,4,1,71,78,75,5
1,4,1,72,78,75,5
2,4,1,73,53,75,5
0,4,2,74,53,50,5
1,4,3,75,53,25,5
2,4,3,76,28,25,5
0,4,4,77,28,0,5
1,3,0,1,78,100,5
1,3,0,2,78,100,5
1,3,0,3,78,100,5
1,3,0,4,78,100,5
2,3,0,5,62,100,5
2,3,0,6,46,100,5
2,3,0,7,30,100,5
2,3,0,8,14,100,5
2,3,0,9,-2,100,5
1,1,0,1,75,100,2
1,1,0,2,75,100,2
1,1,1,3,75,75,2
1,1,1,4,75,75,2
1,1,1,5,75,75,2
1,1,1,6,75,75,2
1,1,1,7,75,75,2
1,1,1,8,75,75,2
1,1,1,9,75,75,2
1,1,1,10,75,75,2
1,1,1,11,75,75,2
1,1,1,12,75,75,2
1,1,1,13,75,75,2
1,1,1,14,75,75,2
1,1,1,15,75,75,2
1,1,1,16,75,75,2
1,1,1,17,75,75,2
2,1,1,18,56,75,2
1,1,1,19,56,75,2
0,1,2,20,56,44,2
1,1,2,21,31,44,2
2,1,3,22,31,19,2
0,1,4,23,31,-12,2
0,2,0,1,100,100,2
1,2,0,2,69,100,2
1,2,1,3,69,75,2
1,2,1,4,69,75,2
1,2,1,5,69,75,2
1,2,1,6,69,75,2
1,2,1,7,69,75,2
2,2,1,8,44,75,2
0,2,2,9,44,44,2
0,2,2,10,19,44,2
1,2,2,11,19,44,2
1,2,2,12,19,44,2
1,2,2,13,19,44,2
1,2,2,14,19,44,2
1,2,2,15,19,44,2
1,2,2,16,-12,44,2
1,3,1,1,100,75,5
1,3,1,2,100,75,5
1,3,1,3,100,75,5
1,3,1,4,100,75,5
1,3,1,5,100,75,5
1,3,1,6,100,75,5
1,3,1,7,100,75,5
1,3,1,8,100,75,5
1,3,1,9,100,75,5
1,3,1,10,100,75,5
1,3,1,11,100,75,5
1,3,1,12,100,75,5
1,3,1,13,100,75,5
1,3,1,14,100,75,5
1,3,1,15,100,75,5
1,3,1,16,100,75,5
1,3,1,17,100,75,5
1,3,1,18,100,75,5
2,3,1,19,84,75,5
1,3,1,20,84,75,5
1,3,1,21,84,75,5
0,3,2,22,84,50,5
1,3,3,23,84,25,5
2,3,4,24,84,3,5
0,3,5,25,84,-22,5
1,1,0,1,75,100,2
1,1,0,2,75,100,2
1,1,1,3,75,75,2
1,1,1,4,75,75,2
1,1,1,5,75,75,2
1,1,1,6,75,75,2
1,1,1,7,75,75,2
1,1,1,8,75,75,2
1,1,1,9,75,75,2
1,1,1,10,75,75,2
2,1,1,11,56,75,2
2,1,1,12,37,75,2
2,1,1,13,18,75,2
2,1,1,14,-1,75,2
1,5,0,1,100,100,5
1,5,1,2,100,75,5
1,5,1,3,100,75,5
1,5,1,4,100,75,5
1,5,1,5,100,75,5
1,5,1,6,100,75,5
2,5,1,7,75,75,5
1,3,0,1,100,100,5
1,3,1,2,100,75,5
1,3,1,3,100,75,5
1,3,1,4,100,75,5
2,3,1,5,84,75,5
0,3,2,6,84,50,5
2,3,2,7,68,50,5
1,3,2,8,68,50,5
0,3,3,9,68,25,5
2,3,3,10,52,25,5
1,3,3,11,52,25,5
1,3,3,12,52,25,5
1,3,3,13,52,25,5
0,3,4,14,52,0,5
1,0,0,1,100,100,5
1,0,0,2,100,100,5
1,0,0,3,81,100,5
1,0,0,4,81,100,5
1,0,0,5,81,100,5
1,0,0,6,81,100,5
1,0,0,7,81,100,5
1,0,0,8,81,100,5
1,0,0,9,81,100,5
1,0,0,10,81,100,5
1,0,0,11,81,100,5
2,0,0,12,59,100,5
2,0,0,13,37,100,5
0,0,1,14,37,75,5
0,0,1,15,37,75,5
0,0,1,16,37,75,5
1,0,1,17,18,75,5
1,0,1,18,-1,75,5
1,0,0,1,100,100,5
1,0,1,2,100,75,5
1,0,1,3,100,75,5
1,0,1,4,100,75,5
1,0,1,5,100,75,5
1,0,1,6,100,75,5
2,0,1,7,78,75,5
0,0,1,8,78,75,5
1,0,1,9,78,75,5
2,0,1,10,56,75,5
1,0,1,11,37,75,5
1,0,1,12,18,75,5
1,0,1,13,-1,75,5
1,6,0,1,100,100,5
1,6,0,2,100,100,5
1,6,0,3,75,100,5
1,6,0,4,75,100,5
1,6,0,5,75,100,5
1,6,0,6,75,100,5
1,6,0,7,75,100,5
1,6,0,8,75,100,5
1,6,0,9,75,100,5
1,6,0,10,75,100,5
1,6,0,11,75,100,5
2,6,0,12,53,100,5
2,6,0,13,31,100,5
1,6,0,14,31,100,5
2,6,1,15,31,78,5
0,6,2,16,31,53,5
1,6,2,17,6,53,5
1,6,2,18,-19,53,5
1,6,1,1,100,75,5
1,6,1,2,100,75,5
1,6,1,3,100,75,5
1,6,1,4,100,75,5
1,6,1,5,100,75,5
1,6,1,6,100,75,5
1,6,1,7,100,75,5
1,6,1,8,100,75,5
1,6,1,9,100,75,5
1,6,1,10,100,75,5
1,6,1,11,100,75,5
2,6,1,12,78,75,5
1,6,1,13,53,75,5
1,6,1,14,53,75,5
1,6,1,15,53,75,5
1,6,1,16,53,75,5
1,6,1,17,53,75,5
1,6,1,18,53,75,5
1,6,1,19,53,75,5
1,6,1,20,53,75,5
1,6,1,21,53,75,5
0,6,2,22,53,50,5
2,6,2,23,31,50,5
1,6,2,24,31,50,5
2,6,2,25,9,50,5
1,6,2,26,9,50,5
2,6,2,27,-13,50,5
1,3,0,1,100,100,5
1,3,0,2,100,100,5
1,3,0,3,100,100,5
1,3,0,4,100,100,5
2,3,0,5,84,100,5
1,2,0,1,100,100,6
2,2,0,2,75,100,6
2,2,0,3,50,100,6
2,2,0,4,25,100,6
1,2,0,5,25,100,6
1,2,0,6,-6,100,6
0,5,0,1,100,100,2
1,5,0,2,75,100,2
2,5,0,3,50,100,2
1,5,0,4,25,100,2
2,5,1,5,25,75,2
2,5,1,6,0,75,2
1,6,0,1,75,100,3
2,6,0,2,53,100,3
1,6,0,3,28,100,3
1,6,0,4,28,100,3
0,6,1,5,28,78,3
2,6,1,6,6,78,3
0,6,1,7,6,78,3
1,6,1,8,-19,78,3
0,1,0,1,100,100,2
2,1,1,2,100,75,2
0,1,2,3,100,44,2
1,1,2,4,75,44,2
1,1,2,5,75,44,2
2,1,2,6,56,44,2
1,1,2,7,56,44,2
2,1,2,8,56,44,2
0,1,3,9,56,13,2
1,1,4,10,56,-12,2
1,1,0,1,75,100,3
2,1,0,2,56,100,3
1,1,0,3,31,100,3
2,1,1,4,31,75,3
1,1,1,5,31,75,3
1,1,1,6,6,75,3
1,1,1,7,-19,75,3
1,1,0,1,75,100,2
1,1,0,2,75,100,2
1,1,0,3,75,100,2
1,1,0,4,75,100,2
1,1,0,5,75,100,2
2,1,0,6,56,100,2
1,1,0,7,31,100,2
1,1,0,8,31,100,2
2,1,1,9,31,75,2
0,1,2,10,31,44,2
1,1,2,11,6,44,2
1,1,2,12,-19,44,2
1,0,0,1,81,100,3
1,0,0,2,81,100,3
1,0,0,3,81,100,3
1,0,0,4,81,100,3
1,0,0,5,81,100,3
1,0,0,6,81,100,3
1,0,0,7,81,100,3
1,0,0,8,81,100,3
1,0,0,9,81,100,3
2,0,0,10,59,100,3
1,0,0,11,40,100,3
1,0,0,12,40,100,3
1,0,0,13,21,100,3
1,0,0,14,21,100,3
1,0,0,15,21,100,3
1,0,0,16,21,100,3
1,0,0,17,21,100,3
1,0,0,18,21,100,3
1,0,0,19,21,100,3
1,0,0,20,21,100,3
1,0,0,21,21,100,3
1,0,0,22,21,100,3
1,0,0,23,21,100,3
1,0,0,24,21,100,3
2,0,0,25,-1,100,3
1,0,0,1,81,100,2
0,0,1,2,81,69,2
2,0,2,3,81,44,2
1,0,2,4,81,44,2
1,0,2,5,81,44,2
2,0,2,6,59,44,2
2,0,3,7,59,19,2
1,0,3,8,40,19,2
1,0,3,9,21,19,2
1,0,3,10,2,19,2
1,0,4,11,2,-6,2
1,4,0,1,78,100,2
2,4,0,2,53,100,2
1,4,0,3,31,100,2
2,4,0,4,6,100,2
1,4,0,5,-16,100,2
1,4,0,1,82,100,3
1,4,0,2,82,100,3
1,4,0,3,82,100,3
1,4,0,4,82,100,3
1,4,0,5,82,100,3
1,6,0,1,75,100,3
1,3,0,1,82,100,3
0,1,0,1,100,100,3
0,1,0,2,100,100,3
1,1,1,3,100,84,3
1,1,1,4,100,84,3
1,1,1,5,100,84,3
1,1,1,6,100,84,3
1,1,1,7,100,84,3
1,1,1,8,100,84,3
1,1,1,9,100,84,3
1,1,1,10,100,84,3
1,1,1,11,100,84,3
1,1,2,12,100,68,3
0,1,2,13,78,68,3
0,1,2,14,56,68,3
0,1,2,15,56,68,3
0,1,2,16,56,68,3
0,1,2,17,56,68,3
0,1,2,18,56,68,3
0,1,2,19,56,68,3
1,1,2,20,31,68,3
1,1,2,21,31,68,3
1,1,2,22,31,68,3
1,1,2,23,31,68,3
1,1,2,24,31,68,3
2,1,2,25,12,68,3
1,1,2,26,-13,68,3
1,4,0,1,78,100,3
1,4,0,2,78,100,3
1,4,0,3,78,100,3
1,4,0,4,78,100,3
1,4,0,5,78,100,3
1,4,0,6,78,100,3
1,4,0,7,78,100,3
1,4,0,8,78,100,3
1,4,0,9,78,100,3
1,4,0,10,78,100,3
1,4,0,11,78,100,3
1,4,0,12,78,100,3
0,4,1,13,78,78,3
2,4,1,14,78,78,3
2,4,2,15,78,53,3
2,4,2,16,53,53,3
2,4,2,17,28,53,3
2,4,2,18,3,53,3
2,4,2,19,-22,53,3
2,1,1,1,100,75,3
2,1,1,2,81,75,3
2,1,1,3,62,75,3
2,1,1,4,43,75,3
2,1,2,5,43,50,3
2,1,3,6,43,25,3
2,1,3,7,24,25,3
2,1,3,8,5,25,3
2,1,3,9,-14,25,3
2,2,1,1,100,75,3
2,2,1,2,75,75,3
2,2,2,3,75,50,3
2,2,2,4,50,50,3
2,2,3,5,50,25,3
1,2,3,6,50,25,3
1,2,3,7,19,25,3
1,2,3,8,-12,25,3
1,0,0,1,79,100,3
2,0,0,2,57,100,3
2,0,1,3,57,75,3
1,0,1,4,36,75,3
1,0,1,5,15,75,3
2,0,2,6,15,60,3
1,0,2,7,-6,60,3
